Date,Site.Name,COUNTY,SITE_LONGITUDE,SITE_LATITUDE,Year,Month,PM2.5,Ozone
5-01-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,5,1,33.5,60.5
5-01-20,West Johnston Co.,Johnston,-78.4622,35.59095,5,1,39,53
5-02-20,,Swain,-83.310242,35.498711,5,2,NA,52
5-02-20,,Hyde,-76.2071654064174,35.4510904272765,5,2,25,NA
5-02-20,Bryson City,Swain,-83.442133,35.434767,5,2,39.5,44
5-02-20,Castle Hayne,New Hanover,-77.838611,34.364167,5,2,11,52.5
5-02-20,Clemmons Middle,Forsyth,-80.342,36.026,5,2,51,67.5
5-02-20,Durham Armory,Durham,-78.904037,36.0329550008979,5,2,37.333333333333336,56.5
5-02-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,5,2,35,41
5-02-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,5,2,35,54
5-02-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,5,2,44.5,68
5-02-20,Leggett,Edgecombe,-77.5843,35.988278,5,2,38.5,59
5-02-20,Linville Falls,Avery,-81.933072,35.972347,5,2,30,61.5
5-02-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,5,2,37.5,74.5
5-02-20,Millbrook School,Wake,-78.574167,35.856111,5,2,46.6,58
5-02-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,5,2,35.333333333333336,65.5
5-02-20,West Johnston Co.,Johnston,-78.4622,35.59095,5,2,40,55
5-03-20,,Swain,-83.310242,35.498711,5,3,NA,46
5-03-20,Bryson City,Swain,-83.442133,35.434767,5,3,40.5,37.5
5-03-20,Castle Hayne,New Hanover,-77.838611,34.364167,5,3,8.5,34
5-03-20,Clemmons Middle,Forsyth,-80.342,36.026,5,3,44,55
5-03-20,Durham Armory,Durham,-78.904037,36.0329550008979,5,3,34.5,41
5-03-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,5,3,NA,47
5-03-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,5,3,26.5,40
5-03-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,5,3,42,55.5
5-03-20,Leggett,Edgecombe,-77.5843,35.988278,5,3,29.5,46
5-03-20,Linville Falls,Avery,-81.933072,35.972347,5,3,NA,58.5
5-03-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,5,3,35.5,62
5-03-20,Millbrook School,Wake,-78.574167,35.856111,5,3,41.25,41
5-03-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,5,3,26,42
5-03-20,West Johnston Co.,Johnston,-78.4622,35.59095,5,3,35,38
5-04-20,,Swain,-83.310242,35.498711,5,4,NA,36
5-04-20,Bryson City,Swain,-83.442133,35.434767,5,4,37.5,33.5
5-04-20,Castle Hayne,New Hanover,-77.838611,34.364167,5,4,6.5,38.5
5-04-20,Clemmons Middle,Forsyth,-80.342,36.026,5,4,41,55
5-04-20,Durham Armory,Durham,-78.904037,36.0329550008979,5,4,29.5,42.5
5-04-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,5,4,NA,48
5-04-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,5,4,32,40
5-04-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,5,4,46.5,55.5
5-04-20,Leggett,Edgecombe,-77.5843,35.988278,5,4,27,43.5
5-04-20,Linville Falls,Avery,-81.933072,35.972347,5,4,NA,43.5
5-04-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,5,4,34.5,68.5
5-04-20,Millbrook School,Wake,-78.574167,35.856111,5,4,37.333333333333336,43.5
5-04-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,5,4,25,44
5-04-20,West Johnston Co.,Johnston,-78.4622,35.59095,5,4,32,41
5-05-20,,Swain,-83.310242,35.498711,5,5,NA,37.5
5-05-20,,Hyde,-76.2071654064174,35.4510904272765,5,5,19,NA
5-05-20,Bryson City,Swain,-83.442133,35.434767,5,5,34.5,32.5
5-05-20,Castle Hayne,New Hanover,-77.838611,34.364167,5,5,15,36.5
5-05-20,Clemmons Middle,Forsyth,-80.342,36.026,5,5,21,35.5
5-05-20,Durham Armory,Durham,-78.904037,36.0329550008979,5,5,35.666666666666664,35.5
5-05-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,5,5,40,43
5-05-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,5,5,30.75,33
5-05-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,5,5,46,36.5
5-05-20,Leggett,Edgecombe,-77.5843,35.988278,5,5,26,37
5-05-20,Linville Falls,Avery,-81.933072,35.972347,5,5,42,38
5-05-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,5,5,32.5,35
5-05-20,Millbrook School,Wake,-78.574167,35.856111,5,5,35,37.5
5-05-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,5,5,26.333333333333332,39.5
5-05-20,West Johnston Co.,Johnston,-78.4622,35.59095,5,5,29,36.5
5-06-20,,Swain,-83.310242,35.498711,5,6,NA,47.5
5-06-20,Bryson City,Swain,-83.442133,35.434767,5,6,19.5,46
5-06-20,Castle Hayne,New Hanover,-77.838611,34.364167,5,6,1.5,31
5-06-20,Clemmons Middle,Forsyth,-80.342,36.026,5,6,24,42.5
5-06-20,Durham Armory,Durham,-78.904037,36.0329550008979,5,6,19.5,35.5
5-06-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,5,6,NA,48.5
5-06-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,5,6,23,45
5-06-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,5,6,31,43.5
5-06-20,Leggett,Edgecombe,-77.5843,35.988278,5,6,18.5,34
5-06-20,Linville Falls,Avery,-81.933072,35.972347,5,6,NA,45.5
5-06-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,5,6,24.5,40
5-06-20,Millbrook School,Wake,-78.574167,35.856111,5,6,28,39
5-06-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,5,6,16.5,36
5-06-20,West Johnston Co.,Johnston,-78.4622,35.59095,5,6,23.5,35.5
5-07-20,,Swain,-83.310242,35.498711,5,7,NA,47.5
5-07-20,Bryson City,Swain,-83.442133,35.434767,5,7,29.5,42
5-07-20,Castle Hayne,New Hanover,-77.838611,34.364167,5,7,11.5,39
5-07-20,Clemmons Middle,Forsyth,-80.342,36.026,5,7,35,48.5
5-07-20,Durham Armory,Durham,-78.904037,36.0329550008979,5,7,26.5,45.5
5-07-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,5,7,NA,54
5-07-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,5,7,27.333333333333332,57
5-07-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,5,7,31.5,49.5
5-07-20,Leggett,Edgecombe,-77.5843,35.988278,5,7,33,40
5-07-20,Linville Falls,Avery,-81.933072,35.972347,5,7,NA,48.5
5-07-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,5,7,24.5,46
5-07-20,Millbrook School,Wake,-78.574167,35.856111,5,7,37.666666666666664,45
5-07-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,5,7,44,43
5-07-20,West Johnston Co.,Johnston,-78.4622,35.59095,5,7,30,44
5-08-20,,Swain,-83.310242,35.498711,5,8,NA,45
5-08-20,,Hyde,-76.2071654064174,35.4510904272765,5,8,13,NA
5-08-20,Bryson City,Swain,-83.442133,35.434767,5,8,29,46
5-08-20,Castle Hayne,New Hanover,-77.838611,34.364167,5,8,11,39.5
5-08-20,Clemmons Middle,Forsyth,-80.342,36.026,5,8,39,57.5
5-08-20,Durham Armory,Durham,-78.904037,36.0329550008979,5,8,31.333333333333332,45
5-08-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,5,8,14,48.5
5-08-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,5,8,29.5,56.5
5-08-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,5,8,34.75,58.5
5-08-20,Leggett,Edgecombe,-77.5843,35.988278,5,8,19.5,42.5
5-08-20,Linville Falls,Avery,-81.933072,35.972347,5,8,20,47.5
5-08-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,5,8,34,49
5-08-20,Millbrook School,Wake,-78.574167,35.856111,5,8,35.666666666666664,45
5-08-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,5,8,20,44
5-08-20,West Johnston Co.,Johnston,-78.4622,35.59095,5,8,26,44.5
5-09-20,,Swain,-83.310242,35.498711,5,9,NA,48
5-09-20,Bryson City,Swain,-83.442133,35.434767,5,9,32,42
5-09-20,Castle Hayne,New Hanover,-77.838611,34.364167,5,9,4,37
5-09-20,Clemmons Middle,Forsyth,-80.342,36.026,5,9,29,53.5
5-09-20,Durham Armory,Durham,-78.904037,36.0329550008979,5,9,19,51.5
5-09-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,5,9,NA,62
5-09-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,5,9,24,64
5-09-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,5,9,35.333333333333336,61.5
5-09-20,Leggett,Edgecombe,-77.5843,35.988278,5,9,15,35.5
5-09-20,Linville Falls,Avery,-81.933072,35.972347,5,9,NA,55.5
5-09-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,5,9,22,65.5
5-09-20,Millbrook School,Wake,-78.574167,35.856111,5,9,31.5,52
5-09-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,5,9,16,35.5
5-09-20,West Johnston Co.,Johnston,-78.4622,35.59095,5,9,25,46
5-10-20,,Swain,-83.310242,35.498711,5,10,NA,45
5-10-20,Bryson City,Swain,-83.442133,35.434767,5,10,36.5,40.5
5-10-20,Castle Hayne,New Hanover,-77.838611,34.364167,5,10,10.5,45
5-10-20,Clemmons Middle,Forsyth,-80.342,36.026,5,10,41,51.5
5-10-20,Durham Armory,Durham,-78.904037,36.0329550008979,5,10,30,44
5-10-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,5,10,NA,52.5
5-10-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,5,10,30.333333333333332,40.5
5-10-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,5,10,45.5,49
5-10-20,Leggett,Edgecombe,-77.5843,35.988278,5,10,30,55
5-10-20,Linville Falls,Avery,-81.933072,35.972347,5,10,NA,46.5
5-10-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,5,10,18,57.5
5-10-20,Millbrook School,Wake,-78.574167,35.856111,5,10,41.25,50
5-10-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,5,10,28.5,54
5-10-20,West Johnston Co.,Johnston,-78.4622,35.59095,5,10,45.5,50
5-11-20,,Swain,-83.310242,35.498711,5,11,NA,31
5-11-20,,Hyde,-76.2071654064174,35.4510904272765,5,11,40,NA
5-11-20,Bryson City,Swain,-83.442133,35.434767,5,11,29,34.5
5-11-20,Castle Hayne,New Hanover,-77.838611,34.364167,5,11,14,53
5-11-20,Clemmons Middle,Forsyth,-80.342,36.026,5,11,37.333333333333336,44.5
5-11-20,Durham Armory,Durham,-78.904037,36.0329550008979,5,11,36.666666666666664,51.5
5-11-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,5,11,32,56.5
5-11-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,5,11,33.25,66.5
5-11-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,5,11,43.666666666666664,41.5
5-11-20,Leggett,Edgecombe,-77.5843,35.988278,5,11,37.5,54
5-11-20,Linville Falls,Avery,-81.933072,35.972347,5,11,35,54
5-11-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,5,11,25,52.5
5-11-20,Millbrook School,Wake,-78.574167,35.856111,5,11,47,59
5-11-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,5,11,36,54.5
5-11-20,West Johnston Co.,Johnston,-78.4622,35.59095,5,11,49,51
5-12-20,,Swain,-83.310242,35.498711,5,12,NA,42.5
5-12-20,Bryson City,Swain,-83.442133,35.434767,5,12,29.5,40
5-12-20,Castle Hayne,New Hanover,-77.838611,34.364167,5,12,17.5,52
5-12-20,Clemmons Middle,Forsyth,-80.342,36.026,5,12,39.5,55
5-12-20,Durham Armory,Durham,-78.904037,36.0329550008979,5,12,33,55
5-12-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,5,12,NA,50
5-12-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,5,12,28,64.5
5-12-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,5,12,32.666666666666664,58.5
5-12-20,Leggett,Edgecombe,-77.5843,35.988278,5,12,37.5,57.5
5-12-20,Linville Falls,Avery,-81.933072,35.972347,5,12,NA,48
5-12-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,5,12,35,66
5-12-20,Millbrook School,Wake,-78.574167,35.856111,5,12,46.25,55.5
5-12-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,5,12,36,60
5-12-20,West Johnston Co.,Johnston,-78.4622,35.59095,5,12,40,41
6-01-20,,Swain,-83.310242,35.498711,6,1,NA,44.5
6-01-20,,Hyde,-76.2071654064174,35.4510904272765,6,1,36,NA
6-01-20,Bryson City,Swain,-83.442133,35.434767,6,1,31.5,47
6-01-20,Castle Hayne,New Hanover,-77.838611,34.364167,6,1,14,47.5
6-01-20,Clemmons Middle,Forsyth,-80.342,36.026,6,1,34.5,45
6-01-20,Durham Armory,Durham,-78.904037,36.0329550008979,6,1,28,47
6-01-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,6,1,14,55.5
6-01-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,6,1,26,55.5
6-01-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,6,1,24,47.5
6-01-20,Leggett,Edgecombe,-77.5843,35.988278,6,1,30,54
6-01-20,Linville Falls,Avery,-81.933072,35.972347,6,1,15,46
6-01-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,6,1,29.5,49
6-01-20,Millbrook School,Wake,-78.574167,35.856111,6,1,31,61.5
6-01-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,6,1,31.666666666666668,54.5
6-01-20,West Johnston Co.,Johnston,-78.4622,35.59095,6,1,37.5,44.5
6-02-20,,Swain,-83.310242,35.498711,6,2,NA,41.5
6-02-20,Bryson City,Swain,-83.442133,35.434767,6,2,38.5,45
6-02-20,Castle Hayne,New Hanover,-77.838611,34.364167,6,2,22.5,53
6-02-20,Clemmons Middle,Forsyth,-80.342,36.026,6,2,41.333333333333336,48
6-02-20,Durham Armory,Durham,-78.904037,36.0329550008979,6,2,38.333333333333336,50.5
6-02-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,6,2,NA,51.5
6-02-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,6,2,41.5,62
6-02-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,6,2,35,49
6-02-20,Leggett,Edgecombe,-77.5843,35.988278,6,2,33,53.5
6-02-20,Linville Falls,Avery,-81.933072,35.972347,6,2,NA,46.5
6-02-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,6,2,32,54.5
6-02-20,Millbrook School,Wake,-78.574167,35.856111,6,2,36.4,54
6-02-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,6,2,34.666666666666664,65.5
6-02-20,West Johnston Co.,Johnston,-78.4622,35.59095,6,2,40.5,53.5
6-03-20,,Swain,-83.310242,35.498711,6,3,NA,48
6-03-20,Bryson City,Swain,-83.442133,35.434767,6,3,43,24.5
6-03-20,Castle Hayne,New Hanover,-77.838611,34.364167,6,3,34,49
6-03-20,Clemmons Middle,Forsyth,-80.342,36.026,6,3,48,44.5
6-03-20,Durham Armory,Durham,-78.904037,36.0329550008979,6,3,38,42
6-03-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,6,3,NA,50
6-03-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,6,3,30,58.5
6-03-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,6,3,35,44.5
6-03-20,Leggett,Edgecombe,-77.5843,35.988278,6,3,33.5,41.5
6-03-20,Linville Falls,Avery,-81.933072,35.972347,6,3,NA,46
6-03-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,6,3,35,45
6-03-20,Millbrook School,Wake,-78.574167,35.856111,6,3,41.75,46.5
6-03-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,6,3,33,45.5
6-03-20,West Johnston Co.,Johnston,-78.4622,35.59095,6,3,43.5,44.5
6-04-20,,Swain,-83.310242,35.498711,6,4,NA,60.5
6-04-20,Bryson City,Swain,-83.442133,35.434767,6,4,40.5,54
6-04-20,Castle Hayne,New Hanover,-77.838611,34.364167,6,4,22.5,47
6-04-20,Clemmons Middle,Forsyth,-80.342,36.026,6,4,32,59.5
6-04-20,Durham Armory,Durham,-78.904037,36.0329550008979,6,4,24.333333333333332,67.5
6-04-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,6,4,15,64
6-04-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,6,4,36,72
6-04-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,6,4,23,64
6-04-20,Leggett,Edgecombe,-77.5843,35.988278,6,4,25.5,54
6-04-20,Linville Falls,Avery,-81.933072,35.972347,6,4,16,51.5
6-04-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,6,4,24,64
6-04-20,Millbrook School,Wake,-78.574167,35.856111,6,4,29.4,72
6-04-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,6,4,22.333333333333332,61
6-04-20,West Johnston Co.,Johnston,-78.4622,35.59095,6,4,29,66
6-05-20,,Swain,-83.310242,35.498711,6,5,NA,38.5
6-05-20,Bryson City,Swain,-83.442133,35.434767,6,5,43,38.5
6-05-20,Castle Hayne,New Hanover,-77.838611,34.364167,6,5,25.5,46
6-05-20,Clemmons Middle,Forsyth,-80.342,36.026,6,5,40.5,48.5
6-05-20,Durham Armory,Durham,-78.904037,36.0329550008979,6,5,46.333333333333336,49
6-05-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,6,5,NA,64
6-05-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,6,5,46.8,69
6-05-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,6,5,38.5,52
6-05-20,Leggett,Edgecombe,-77.5843,35.988278,6,5,46,47
6-05-20,Linville Falls,Avery,-81.933072,35.972347,6,5,NA,41
6-05-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,6,5,39,66.5
6-05-20,Millbrook School,Wake,-78.574167,35.856111,6,5,46,62
6-05-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,6,5,40,47.5
6-05-20,West Johnston Co.,Johnston,-78.4622,35.59095,6,5,45.5,49.5
6-06-20,,Swain,-83.310242,35.498711,6,6,NA,37
6-06-20,Bryson City,Swain,-83.442133,35.434767,6,6,34.5,41
6-06-20,Castle Hayne,New Hanover,-77.838611,34.364167,6,6,24,57
6-06-20,Clemmons Middle,Forsyth,-80.342,36.026,6,6,48.5,56
6-06-20,Durham Armory,Durham,-78.904037,36.0329550008979,6,6,49,52.5
6-06-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,6,6,NA,58
6-06-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,6,6,39.25,56.5
6-06-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,6,6,44.5,58.5
6-06-20,Leggett,Edgecombe,-77.5843,35.988278,6,6,47.5,53
6-06-20,Linville Falls,Avery,-81.933072,35.972347,6,6,NA,54
6-06-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,6,6,46,69
6-06-20,Millbrook School,Wake,-78.574167,35.856111,6,6,49,65
6-06-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,6,6,48.5,69
6-06-20,West Johnston Co.,Johnston,-78.4622,35.59095,6,6,50.5,67
6-07-20,,Swain,-83.310242,35.498711,6,7,NA,48.5
6-07-20,Bryson City,Swain,-83.442133,35.434767,6,7,27,42.5
6-07-20,Castle Hayne,New Hanover,-77.838611,34.364167,6,7,40,46.5
6-07-20,Clemmons Middle,Forsyth,-80.342,36.026,6,7,38.5,54
6-07-20,Durham Armory,Durham,-78.904037,36.0329550008979,6,7,40.333333333333336,36.5
6-07-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,6,7,35,42.5
6-07-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,6,7,41,47
6-07-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,6,7,35.75,56.5
6-07-20,Leggett,Edgecombe,-77.5843,35.988278,6,7,43,37
6-07-20,Linville Falls,Avery,-81.933072,35.972347,6,7,33,34
6-07-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,6,7,35.5,49.5
6-07-20,Millbrook School,Wake,-78.574167,35.856111,6,7,47.2,44.5
6-07-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,6,7,38,43.5
6-07-20,West Johnston Co.,Johnston,-78.4622,35.59095,6,7,49,41
6-08-20,,Swain,-83.310242,35.498711,6,8,NA,35
6-08-20,Bryson City,Swain,-83.442133,35.434767,6,8,19,36
6-08-20,Castle Hayne,New Hanover,-77.838611,34.364167,6,8,10.5,39.5
6-08-20,Clemmons Middle,Forsyth,-80.342,36.026,6,8,30.333333333333332,60
6-08-20,Durham Armory,Durham,-78.904037,36.0329550008979,6,8,31,63
6-08-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,6,8,NA,51.5
6-08-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,6,8,30.25,60.5
6-08-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,6,8,27,67
6-08-20,Leggett,Edgecombe,-77.5843,35.988278,6,8,40,44.5
6-08-20,Linville Falls,Avery,-81.933072,35.972347,6,8,NA,40.5
6-08-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,6,8,32.5,51.5
6-08-20,Millbrook School,Wake,-78.574167,35.856111,6,8,37.6,53
6-08-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,6,8,37.666666666666664,41
6-08-20,West Johnston Co.,Johnston,-78.4622,35.59095,6,8,41,44.5
6-09-20,,Swain,-83.310242,35.498711,6,9,NA,33.5
6-09-20,Bryson City,Swain,-83.442133,35.434767,6,9,10,33
6-09-20,Castle Hayne,New Hanover,-77.838611,34.364167,6,9,4,31
6-09-20,Clemmons Middle,Forsyth,-80.342,36.026,6,9,41.5,42.5
6-09-20,Durham Armory,Durham,-78.904037,36.0329550008979,6,9,31,47
6-09-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,6,9,NA,46
6-09-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,6,9,NA,41
6-09-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,6,9,36,44.5
6-09-20,Leggett,Edgecombe,-77.5843,35.988278,6,9,28,34.5
6-09-20,Linville Falls,Avery,-81.933072,35.972347,6,9,NA,37
6-09-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,6,9,34,39.5
6-09-20,Millbrook School,Wake,-78.574167,35.856111,6,9,35.5,37
6-09-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,6,9,25,32
6-09-20,West Johnston Co.,Johnston,-78.4622,35.59095,6,9,30.5,34.5
6-10-20,,Swain,-83.310242,35.498711,6,10,NA,33
6-10-20,Bryson City,Swain,-83.442133,35.434767,6,10,18,33.5
6-10-20,Castle Hayne,New Hanover,-77.838611,34.364167,6,10,4.5,33
6-10-20,Clemmons Middle,Forsyth,-80.342,36.026,6,10,42.5,49.5
6-10-20,Durham Armory,Durham,-78.904037,36.0329550008979,6,10,28.666666666666668,38
6-10-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,6,10,37,44.5
6-10-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,6,10,44,42
6-10-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,6,10,41,49.5
6-10-20,Leggett,Edgecombe,-77.5843,35.988278,6,10,28.5,35.5
6-10-20,Linville Falls,Avery,-81.933072,35.972347,6,10,39,38
6-10-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,6,10,31,55.5
6-10-20,Millbrook School,Wake,-78.574167,35.856111,6,10,35.6,38
6-10-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,6,10,19.333333333333332,33
6-10-20,West Johnston Co.,Johnston,-78.4622,35.59095,6,10,35,36
6-11-20,,Swain,-83.310242,35.498711,6,11,NA,35.5
6-11-20,Bryson City,Swain,-83.442133,35.434767,6,11,22,39.5
6-11-20,Castle Hayne,New Hanover,-77.838611,34.364167,6,11,22.5,36.5
6-11-20,Clemmons Middle,Forsyth,-80.342,36.026,6,11,34.5,42.5
6-11-20,Durham Armory,Durham,-78.904037,36.0329550008979,6,11,20.666666666666668,36
6-11-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,6,11,NA,44
6-11-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,6,11,21,57
6-11-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,6,11,31.5,43
6-11-20,Leggett,Edgecombe,-77.5843,35.988278,6,11,26,36.5
6-11-20,Linville Falls,Avery,-81.933072,35.972347,6,11,NA,36.5
6-11-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,6,11,25,40
6-11-20,Millbrook School,Wake,-78.574167,35.856111,6,11,30.2,38
6-11-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,6,11,23,42
6-11-20,West Johnston Co.,Johnston,-78.4622,35.59095,6,11,29.5,38.5
6-12-20,,Swain,-83.310242,35.498711,6,12,NA,39
6-12-20,Bryson City,Swain,-83.442133,35.434767,6,12,31,34.5
6-12-20,Castle Hayne,New Hanover,-77.838611,34.364167,6,12,11.5,32.5
6-12-20,Clemmons Middle,Forsyth,-80.342,36.026,6,12,31.5,34.5
6-12-20,Durham Armory,Durham,-78.904037,36.0329550008979,6,12,23,32.5
6-12-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,6,12,NA,44
6-12-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,6,12,23.666666666666668,33
6-12-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,6,12,27.5,36
6-12-20,Leggett,Edgecombe,-77.5843,35.988278,6,12,22,33.5
6-12-20,Linville Falls,Avery,-81.933072,35.972347,6,12,NA,37
6-12-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,6,12,22.5,33.5
6-12-20,Millbrook School,Wake,-78.574167,35.856111,6,12,27.5,33
6-12-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,6,12,23.5,34.5
6-12-20,West Johnston Co.,Johnston,-78.4622,35.59095,6,12,26.5,34.5
7-01-20,,Swain,-83.310242,35.498711,7,1,NA,31
7-01-20,,Hyde,-76.2071654064174,35.4510904272765,7,1,29,NA
7-01-20,Bryson City,Swain,-83.442133,35.434767,7,1,45,34.5
7-01-20,Castle Hayne,New Hanover,-77.838611,34.364167,7,1,25,40
7-01-20,Clemmons Middle,Forsyth,-80.342,36.026,7,1,40,42.5
7-01-20,Durham Armory,Durham,-78.904037,36.0329550008979,7,1,34,45
7-01-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,7,1,12,40.5
7-01-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,7,1,35.5,56
7-01-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,7,1,37,44
7-01-20,Leggett,Edgecombe,-77.5843,35.988278,7,1,35.5,43
7-01-20,Linville Falls,Avery,-81.933072,35.972347,7,1,25,39.5
7-01-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,7,1,39.5,44.5
