Date,Site.Name,COUNTY,SITE_LONGITUDE,SITE_LATITUDE,Year,Month,PM2.5,Ozone
3-02-20,Castle Hayne,New Hanover,-77.838611,34.364167,3,2,8,35
3-02-20,Clemmons Middle,Forsyth,-80.342,36.026,3,2,21.5,36.5
3-02-20,Durham Armory,Durham,-78.904037,36.0329550008979,3,2,23.5,37.5
3-02-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,3,2,NA,43.5
3-02-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,3,2,18.333333333333332,34.5
3-02-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,3,2,15.5,36.5
3-02-20,Leggett,Edgecombe,-77.5843,35.988278,3,2,4.5,35
3-02-20,Linville Falls,Avery,-81.933072,35.972347,3,2,NA,34
3-02-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,3,2,11.5,40.5
3-02-20,Millbrook School,Wake,-78.574167,35.856111,3,2,21.333333333333332,38
3-02-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,3,2,9,36
3-02-20,West Johnston Co.,Johnston,-78.4622,35.59095,3,2,7,38
3-03-20,,Swain,-83.310242,35.498711,3,3,NA,33
3-03-20,,Hyde,-76.2071654064174,35.4510904272765,3,3,11,NA
3-03-20,Bryson City,Swain,-83.442133,35.434767,3,3,28,32.5
3-03-20,Castle Hayne,New Hanover,-77.838611,34.364167,3,3,8,39.5
3-03-20,Clemmons Middle,Forsyth,-80.342,36.026,3,3,29,33
3-03-20,Durham Armory,Durham,-78.904037,36.0329550008979,3,3,23.333333333333332,35.5
3-03-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,3,3,NA,39
3-03-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,3,3,17.75,28.5
3-03-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,3,3,14.75,33.5
3-03-20,Leggett,Edgecombe,-77.5843,35.988278,3,3,17,36.5
3-03-20,Linville Falls,Avery,-81.933072,35.972347,3,3,NA,25
3-03-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,3,3,18.5,35.5
3-03-20,Millbrook School,Wake,-78.574167,35.856111,3,3,28.5,36
3-03-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,3,3,17.333333333333332,37
3-03-20,West Johnston Co.,Johnston,-78.4622,35.59095,3,3,17.5,36
3-04-20,,Swain,-83.310242,35.498711,3,4,NA,39.5
3-04-20,Bryson City,Swain,-83.442133,35.434767,3,4,25,39.5
3-04-20,Castle Hayne,New Hanover,-77.838611,34.364167,3,4,9,34.5
3-04-20,Clemmons Middle,Forsyth,-80.342,36.026,3,4,20.333333333333332,42.5
3-04-20,Durham Armory,Durham,-78.904037,36.0329550008979,3,4,31.666666666666668,42.5
3-04-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,3,4,NA,42.5
3-04-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,3,4,21.5,40
3-04-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,3,4,18.333333333333332,43
3-04-20,Leggett,Edgecombe,-77.5843,35.988278,3,4,18,38
3-04-20,Linville Falls,Avery,-81.933072,35.972347,3,4,NA,38
3-04-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,3,4,20,42.5
3-04-20,Millbrook School,Wake,-78.574167,35.856111,3,4,24.333333333333332,41.5
3-04-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,3,4,26.666666666666668,38
3-04-20,West Johnston Co.,Johnston,-78.4622,35.59095,3,4,22.5,37.5
3-05-20,,Swain,-83.310242,35.498711,3,5,NA,42.5
3-05-20,Bryson City,Swain,-83.442133,35.434767,3,5,41,43
3-05-20,Castle Hayne,New Hanover,-77.838611,34.364167,3,5,13.5,37.5
3-05-20,Clemmons Middle,Forsyth,-80.342,36.026,3,5,25,42
3-05-20,Durham Armory,Durham,-78.904037,36.0329550008979,3,5,32.5,39.5
3-05-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,3,5,NA,44
3-05-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,3,5,24.666666666666668,41
3-05-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,3,5,20.5,41
3-05-20,Leggett,Edgecombe,-77.5843,35.988278,3,5,11.5,38.5
3-05-20,Linville Falls,Avery,-81.933072,35.972347,3,5,NA,42.5
3-05-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,3,5,14,42.5
3-05-20,Millbrook School,Wake,-78.574167,35.856111,3,5,32.333333333333336,40
3-05-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,3,5,21,37.5
3-05-20,West Johnston Co.,Johnston,-78.4622,35.59095,3,5,28,39
3-06-20,,Swain,-83.310242,35.498711,3,6,NA,39.5
3-06-20,,Hyde,-76.2071654064174,35.4510904272765,3,6,18,NA
3-06-20,Bryson City,Swain,-83.442133,35.434767,3,6,44.5,40.5
3-06-20,Castle Hayne,New Hanover,-77.838611,34.364167,3,6,15.5,42
3-06-20,Clemmons Middle,Forsyth,-80.342,36.026,3,6,27.5,34.5
3-06-20,Durham Armory,Durham,-78.904037,36.0329550008979,3,6,34,32
3-06-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,3,6,NA,45
3-06-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,3,6,39,30.5
3-06-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,3,6,22.5,35.5
3-06-20,Leggett,Edgecombe,-77.5843,35.988278,3,6,13,37
3-06-20,Linville Falls,Avery,-81.933072,35.972347,3,6,44,40.5
3-06-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,3,6,20.5,34.5
3-06-20,Millbrook School,Wake,-78.574167,35.856111,3,6,33.25,33.5
3-06-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,3,6,21.666666666666668,38.5
3-06-20,West Johnston Co.,Johnston,-78.4622,35.59095,3,6,35,35.5
3-07-20,,Swain,-83.310242,35.498711,3,7,NA,41
3-07-20,Bryson City,Swain,-83.442133,35.434767,3,7,27.5,41
3-07-20,Castle Hayne,New Hanover,-77.838611,34.364167,3,7,24.5,42
3-07-20,Clemmons Middle,Forsyth,-80.342,36.026,3,7,39,37.5
3-07-20,Durham Armory,Durham,-78.904037,36.0329550008979,3,7,37,36.5
3-07-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,3,7,NA,47
3-07-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,3,7,29,36.5
3-07-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,3,7,30.666666666666668,37
3-07-20,Leggett,Edgecombe,-77.5843,35.988278,3,7,12,39
3-07-20,Linville Falls,Avery,-81.933072,35.972347,3,7,NA,41
3-07-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,3,7,24,38.5
3-07-20,Millbrook School,Wake,-78.574167,35.856111,3,7,38.5,37
3-07-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,3,7,25.333333333333332,39.5
3-07-20,West Johnston Co.,Johnston,-78.4622,35.59095,3,7,22.5,38
3-08-20,,Swain,-83.310242,35.498711,3,8,NA,37.5
3-08-20,Bryson City,Swain,-83.442133,35.434767,3,8,34,35
3-08-20,Castle Hayne,New Hanover,-77.838611,34.364167,3,8,18,43
3-08-20,Clemmons Middle,Forsyth,-80.342,36.026,3,8,46,35.5
3-08-20,Durham Armory,Durham,-78.904037,36.0329550008979,3,8,40.5,36
3-08-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,3,8,NA,44
3-08-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,3,8,43.666666666666664,33
3-08-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,3,8,40.5,34
3-08-20,Leggett,Edgecombe,-77.5843,35.988278,3,8,15,37.5
3-08-20,Linville Falls,Avery,-81.933072,35.972347,3,8,NA,40
3-08-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,3,8,20,36.5
3-08-20,Millbrook School,Wake,-78.574167,35.856111,3,8,42.666666666666664,36.5
3-08-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,3,8,23,38.5
3-08-20,West Johnston Co.,Johnston,-78.4622,35.59095,3,8,28,38
3-09-20,,Swain,-83.310242,35.498711,3,9,NA,37
3-09-20,,Hyde,-76.2071654064174,35.4510904272765,3,9,16,NA
3-09-20,Bryson City,Swain,-83.442133,35.434767,3,9,36.5,38.5
3-09-20,Castle Hayne,New Hanover,-77.838611,34.364167,3,9,21.5,44
3-09-20,Clemmons Middle,Forsyth,-80.342,36.026,3,9,47,32
3-09-20,Durham Armory,Durham,-78.904037,36.0329550008979,3,9,36.333333333333336,34
3-09-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,3,9,NA,34
3-09-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,3,9,42,33.5
3-09-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,3,9,32.25,33
3-09-20,Leggett,Edgecombe,-77.5843,35.988278,3,9,21,40
3-09-20,Linville Falls,Avery,-81.933072,35.972347,3,9,18,39.5
3-09-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,3,9,37,33
3-09-20,Millbrook School,Wake,-78.574167,35.856111,3,9,41.75,38.5
3-09-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,3,9,23,41.5
3-09-20,West Johnston Co.,Johnston,-78.4622,35.59095,3,9,30.5,38.5
3-10-20,,Swain,-83.310242,35.498711,3,10,NA,39
3-10-20,Bryson City,Swain,-83.442133,35.434767,3,10,45,37.5
3-10-20,Castle Hayne,New Hanover,-77.838611,34.364167,3,10,37,37
3-10-20,Clemmons Middle,Forsyth,-80.342,36.026,3,10,41,33.5
3-10-20,Durham Armory,Durham,-78.904037,36.0329550008979,3,10,50,25
3-10-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,3,10,NA,48
3-10-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,3,10,46.5,26.5
3-10-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,3,10,38.666666666666664,31.5
3-10-20,Leggett,Edgecombe,-77.5843,35.988278,3,10,46,34.5
3-10-20,Linville Falls,Avery,-81.933072,35.972347,3,10,NA,46
3-10-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,3,10,45,33
3-10-20,Millbrook School,Wake,-78.574167,35.856111,3,10,50.75,34.5
3-10-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,3,10,41.333333333333336,39
3-10-20,West Johnston Co.,Johnston,-78.4622,35.59095,3,10,58.5,36.5
3-11-20,,Swain,-83.310242,35.498711,3,11,NA,33
3-11-20,Bryson City,Swain,-83.442133,35.434767,3,11,38.5,30
3-11-20,Castle Hayne,New Hanover,-77.838611,34.364167,3,11,24.5,41
3-11-20,Clemmons Middle,Forsyth,-80.342,36.026,3,11,47.5,35
3-11-20,Durham Armory,Durham,-78.904037,36.0329550008979,3,11,44,36
3-11-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,3,11,NA,45
3-11-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,3,11,41.333333333333336,32
3-11-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,3,11,41,36.5
3-11-20,Leggett,Edgecombe,-77.5843,35.988278,3,11,39,38
3-11-20,Linville Falls,Avery,-81.933072,35.972347,3,11,NA,42
3-11-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,3,11,36,37.5
3-11-20,Millbrook School,Wake,-78.574167,35.856111,3,11,36.333333333333336,37
3-11-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,3,11,26,39.5
3-11-20,West Johnston Co.,Johnston,-78.4622,35.59095,3,11,36,37.5
3-12-20,,Swain,-83.310242,35.498711,3,12,NA,42.5
3-12-20,,Hyde,-76.2071654064174,35.4510904272765,3,12,13,NA
3-12-20,Bryson City,Swain,-83.442133,35.434767,3,12,23,43
3-12-20,Castle Hayne,New Hanover,-77.838611,34.364167,3,12,24.5,40.5
3-12-20,Clemmons Middle,Forsyth,-80.342,36.026,3,12,31,42
3-12-20,Durham Armory,Durham,-78.904037,36.0329550008979,3,12,32.666666666666664,40.5
3-12-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,3,12,NA,48
3-12-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,3,12,18.5,39
3-12-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,3,12,28,43.5
3-12-20,Leggett,Edgecombe,-77.5843,35.988278,3,12,18.5,38.5
3-12-20,Linville Falls,Avery,-81.933072,35.972347,3,12,10,45.5
3-12-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,3,12,25,43.5
3-12-20,Millbrook School,Wake,-78.574167,35.856111,3,12,28.75,45
3-12-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,3,12,19.666666666666668,39
3-12-20,West Johnston Co.,Johnston,-78.4622,35.59095,3,12,29.5,39
4-01-20,,Swain,-83.310242,35.498711,4,1,NA,45
4-01-20,Bryson City,Swain,-83.442133,35.434767,4,1,22.5,45.5
4-01-20,Castle Hayne,New Hanover,-77.838611,34.364167,4,1,7,44
4-01-20,Clemmons Middle,Forsyth,-80.342,36.026,4,1,28,46
4-01-20,Durham Armory,Durham,-78.904037,36.0329550008979,4,1,12,45.5
4-01-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,4,1,NA,50
4-01-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,4,1,21.333333333333332,46.5
4-01-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,4,1,23.5,46.5
4-01-20,Leggett,Edgecombe,-77.5843,35.988278,4,1,25.5,45.5
4-01-20,Linville Falls,Avery,-81.933072,35.972347,4,1,NA,45
4-01-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,4,1,19.5,48
4-01-20,Millbrook School,Wake,-78.574167,35.856111,4,1,32.75,46
4-01-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,4,1,22.5,46
4-01-20,West Johnston Co.,Johnston,-78.4622,35.59095,4,1,22.5,45.5
4-02-20,,Swain,-83.310242,35.498711,4,2,NA,45.5
4-02-20,,Hyde,-76.2071654064174,35.4510904272765,4,2,24,NA
4-02-20,Bryson City,Swain,-83.442133,35.434767,4,2,36.5,44.5
4-02-20,Castle Hayne,New Hanover,-77.838611,34.364167,4,2,12.5,41
4-02-20,Clemmons Middle,Forsyth,-80.342,36.026,4,2,37,49
4-02-20,Durham Armory,Durham,-78.904037,36.0329550008979,4,2,30.5,42
4-02-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,4,2,32,61
4-02-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,4,2,31.5,44
4-02-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,4,2,27.75,46.5
4-02-20,Leggett,Edgecombe,-77.5843,35.988278,4,2,25.5,41
4-02-20,Linville Falls,Avery,-81.933072,35.972347,4,2,25,48
4-02-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,4,2,29.5,48.5
4-02-20,Millbrook School,Wake,-78.574167,35.856111,4,2,36.8,42
4-02-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,4,2,27,41
4-02-20,West Johnston Co.,Johnston,-78.4622,35.59095,4,2,29,41.5
4-03-20,,Swain,-83.310242,35.498711,4,3,NA,46.5
4-03-20,Bryson City,Swain,-83.442133,35.434767,4,3,44.5,44.5
4-03-20,Castle Hayne,New Hanover,-77.838611,34.364167,4,3,24,40
4-03-20,Clemmons Middle,Forsyth,-80.342,36.026,4,3,56,51
4-03-20,Durham Armory,Durham,-78.904037,36.0329550008979,4,3,46,46
4-03-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,4,3,NA,67
4-03-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,4,3,39.333333333333336,51
4-03-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,4,3,41,50.5
4-03-20,Leggett,Edgecombe,-77.5843,35.988278,4,3,32.5,44
4-03-20,Linville Falls,Avery,-81.933072,35.972347,4,3,NA,48.5
4-03-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,4,3,30,52.5
4-03-20,Millbrook School,Wake,-78.574167,35.856111,4,3,48.25,45.5
4-03-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,4,3,36,42.5
4-03-20,West Johnston Co.,Johnston,-78.4622,35.59095,4,3,35,45.5
4-04-20,,Swain,-83.310242,35.498711,4,4,NA,42
4-04-20,Bryson City,Swain,-83.442133,35.434767,4,4,31.5,50.5
4-04-20,Castle Hayne,New Hanover,-77.838611,34.364167,4,4,16.5,57
4-04-20,Clemmons Middle,Forsyth,-80.342,36.026,4,4,48,58.5
4-04-20,Durham Armory,Durham,-78.904037,36.0329550008979,4,4,38,58
4-04-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,4,4,NA,55.5
4-04-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,4,4,31.333333333333332,54
4-04-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,4,4,38.5,60.5
4-04-20,Leggett,Edgecombe,-77.5843,35.988278,4,4,33,52
4-04-20,Linville Falls,Avery,-81.933072,35.972347,4,4,NA,59
4-04-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,4,4,32,61.5
4-04-20,Millbrook School,Wake,-78.574167,35.856111,4,4,41.25,57.5
4-04-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,4,4,30,54.5
4-04-20,West Johnston Co.,Johnston,-78.4622,35.59095,4,4,29,57.5
4-05-20,,Swain,-83.310242,35.498711,4,5,NA,45
4-05-20,,Hyde,-76.2071654064174,35.4510904272765,4,5,15,NA
4-05-20,Bryson City,Swain,-83.442133,35.434767,4,5,26.5,44
4-05-20,Castle Hayne,New Hanover,-77.838611,34.364167,4,5,7.5,47
4-05-20,Clemmons Middle,Forsyth,-80.342,36.026,4,5,34,43.5
4-05-20,Durham Armory,Durham,-78.904037,36.0329550008979,4,5,27,41.5
4-05-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,4,5,15,47.5
4-05-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,4,5,21.5,41
4-05-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,4,5,22.666666666666668,44
4-05-20,Leggett,Edgecombe,-77.5843,35.988278,4,5,29.5,38
4-05-20,Linville Falls,Avery,-81.933072,35.972347,4,5,19,46
4-05-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,4,5,18.5,43
4-05-20,Millbrook School,Wake,-78.574167,35.856111,4,5,32.4,42
4-05-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,4,5,26.333333333333332,46
4-05-20,West Johnston Co.,Johnston,-78.4622,35.59095,4,5,27.5,43
4-06-20,,Swain,-83.310242,35.498711,4,6,NA,41.5
4-06-20,Bryson City,Swain,-83.442133,35.434767,4,6,30,37.5
4-06-20,Castle Hayne,New Hanover,-77.838611,34.364167,4,6,8,48.5
4-06-20,Clemmons Middle,Forsyth,-80.342,36.026,4,6,38.5,49
4-06-20,Durham Armory,Durham,-78.904037,36.0329550008979,4,6,36.5,44.5
4-06-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,4,6,NA,52
4-06-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,4,6,34.25,47
4-06-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,4,6,36,50
4-06-20,Leggett,Edgecombe,-77.5843,35.988278,4,6,24.5,46.5
4-06-20,Linville Falls,Avery,-81.933072,35.972347,4,6,NA,48.5
4-06-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,4,6,31.5,56.5
4-06-20,Millbrook School,Wake,-78.574167,35.856111,4,6,39,46
4-06-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,4,6,25,47.5
4-06-20,West Johnston Co.,Johnston,-78.4622,35.59095,4,6,43.5,51
4-07-20,,Swain,-83.310242,35.498711,4,7,NA,40.5
4-07-20,Bryson City,Swain,-83.442133,35.434767,4,7,24,36.5
4-07-20,Castle Hayne,New Hanover,-77.838611,34.364167,4,7,11.5,40.5
4-07-20,Clemmons Middle,Forsyth,-80.342,36.026,4,7,44,37
4-07-20,Durham Armory,Durham,-78.904037,36.0329550008979,4,7,41.5,38.5
4-07-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,4,7,NA,43
4-07-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,4,7,44,35
4-07-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,4,7,39,39
4-07-20,Leggett,Edgecombe,-77.5843,35.988278,4,7,20,38
4-07-20,Linville Falls,Avery,-81.933072,35.972347,4,7,NA,39.5
4-07-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,4,7,31.5,40
4-07-20,Millbrook School,Wake,-78.574167,35.856111,4,7,44.25,38.5
4-07-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,4,7,20.5,42
4-07-20,West Johnston Co.,Johnston,-78.4622,35.59095,4,7,32,38
4-08-20,,Swain,-83.310242,35.498711,4,8,NA,34.5
4-08-20,,Hyde,-76.2071654064174,35.4510904272765,4,8,11,NA
4-08-20,Bryson City,Swain,-83.442133,35.434767,4,8,16,32
4-08-20,Castle Hayne,New Hanover,-77.838611,34.364167,4,8,8.5,37.5
4-08-20,Clemmons Middle,Forsyth,-80.342,36.026,4,8,36,38
4-08-20,Durham Armory,Durham,-78.904037,36.0329550008979,4,8,27,36.5
4-08-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,4,8,8,42.5
4-08-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,4,8,25.5,37.5
4-08-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,4,8,27,38
4-08-20,Leggett,Edgecombe,-77.5843,35.988278,4,8,21.5,37
4-08-20,Linville Falls,Avery,-81.933072,35.972347,4,8,12,37.5
4-08-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,4,8,22.5,41
4-08-20,Millbrook School,Wake,-78.574167,35.856111,4,8,30,39.5
4-08-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,4,8,22,36
4-08-20,West Johnston Co.,Johnston,-78.4622,35.59095,4,8,27.5,40
4-09-20,,Swain,-83.310242,35.498711,4,9,NA,34
4-09-20,Bryson City,Swain,-83.442133,35.434767,4,9,16.5,37
4-09-20,Castle Hayne,New Hanover,-77.838611,34.364167,4,9,10.5,34.5
4-09-20,Clemmons Middle,Forsyth,-80.342,36.026,4,9,20.333333333333332,43
4-09-20,Durham Armory,Durham,-78.904037,36.0329550008979,4,9,32.5,40.5
4-09-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,4,9,NA,43
4-09-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,4,9,29.25,33
4-09-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,4,9,25,43.5
4-09-20,Leggett,Edgecombe,-77.5843,35.988278,4,9,22,35
4-09-20,Linville Falls,Avery,-81.933072,35.972347,4,9,NA,42
4-09-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,4,9,22.5,45
4-09-20,Millbrook School,Wake,-78.574167,35.856111,4,9,36,38.5
4-09-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,4,9,26.666666666666668,31
4-09-20,West Johnston Co.,Johnston,-78.4622,35.59095,4,9,30,34
4-10-20,,Swain,-83.310242,35.498711,4,10,NA,45
4-10-20,Bryson City,Swain,-83.442133,35.434767,4,10,25,44.5
4-10-20,Castle Hayne,New Hanover,-77.838611,34.364167,4,10,11.5,42.5
4-10-20,Clemmons Middle,Forsyth,-80.342,36.026,4,10,33,51.5
4-10-20,Durham Armory,Durham,-78.904037,36.0329550008979,4,10,34.5,52.5
4-10-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,4,10,NA,49.5
4-10-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,4,10,28.333333333333332,57.5
4-10-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,4,10,29,55
4-10-20,Leggett,Edgecombe,-77.5843,35.988278,4,10,26.5,50
4-10-20,Linville Falls,Avery,-81.933072,35.972347,4,10,NA,47
4-10-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,4,10,22.5,58
4-10-20,Millbrook School,Wake,-78.574167,35.856111,4,10,39.5,50.5
4-10-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,4,10,25.5,50
4-10-20,West Johnston Co.,Johnston,-78.4622,35.59095,4,10,32.5,48.5
4-11-20,,Swain,-83.310242,35.498711,4,11,NA,40
4-11-20,,Hyde,-76.2071654064174,35.4510904272765,4,11,26,NA
4-11-20,Bryson City,Swain,-83.442133,35.434767,4,11,28,45
4-11-20,Castle Hayne,New Hanover,-77.838611,34.364167,4,11,17.5,48.5
4-11-20,Clemmons Middle,Forsyth,-80.342,36.026,4,11,40,48
4-11-20,Durham Armory,Durham,-78.904037,36.0329550008979,4,11,38.333333333333336,53
4-11-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,4,11,16,52
4-11-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,4,11,37,47
4-11-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,4,11,33,48.5
4-11-20,Leggett,Edgecombe,-77.5843,35.988278,4,11,32.5,48
4-11-20,Linville Falls,Avery,-81.933072,35.972347,4,11,19,49
4-11-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,4,11,36,52.5
4-11-20,Millbrook School,Wake,-78.574167,35.856111,4,11,47.2,53.5
4-11-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,4,11,34.666666666666664,50.5
4-11-20,West Johnston Co.,Johnston,-78.4622,35.59095,4,11,39,52
4-12-20,,Swain,-83.310242,35.498711,4,12,NA,67
4-12-20,Bryson City,Swain,-83.442133,35.434767,4,12,39,49
4-12-20,Castle Hayne,New Hanover,-77.838611,34.364167,4,12,32,47.5
4-12-20,Clemmons Middle,Forsyth,-80.342,36.026,4,12,50,49.5
4-12-20,Durham Armory,Durham,-78.904037,36.0329550008979,4,12,30.333333333333332,42.5
4-12-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,4,12,NA,62.5
4-12-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,4,12,31.5,43.5
4-12-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,4,12,40,48
4-12-20,Leggett,Edgecombe,-77.5843,35.988278,4,12,32.5,49
4-12-20,Linville Falls,Avery,-81.933072,35.972347,4,12,NA,51.5
4-12-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,4,12,37,46.5
4-12-20,Millbrook School,Wake,-78.574167,35.856111,4,12,41.6,46
4-12-20,Pitt Agri. Center,Pitt,-77.360126,35.6412760008938,4,12,33.333333333333336,48
4-12-20,West Johnston Co.,Johnston,-78.4622,35.59095,4,12,38.5,46.5
5-01-20,,Swain,-83.310242,35.498711,5,1,NA,60
5-01-20,Bryson City,Swain,-83.442133,35.434767,5,1,35,54.5
5-01-20,Castle Hayne,New Hanover,-77.838611,34.364167,5,1,9,49.5
5-01-20,Clemmons Middle,Forsyth,-80.342,36.026,5,1,58,57.5
5-01-20,Durham Armory,Durham,-78.904037,36.0329550008979,5,1,46.5,52
5-01-20,Frying Pan Mountain,Haywood,-82.7925,35.379167,5,1,NA,69.5
5-01-20,Garinger High School,Mecklenburg,-80.785683,35.2401000008895,5,1,38.666666666666664,48.5
5-01-20,Hattie Avenue,Forsyth,-80.2264378,36.110693332,5,1,45.5,58.5
5-01-20,Leggett,Edgecombe,-77.5843,35.988278,5,1,32,60.5
5-01-20,Linville Falls,Avery,-81.933072,35.972347,5,1,NA,61
5-01-20,Mendenhall School,Guilford,-79.802314,36.1090060008986,5,1,36,59.5
5-01-20,Millbrook School,Wake,-78.574167,35.856111,5,1,43.75,56
